n_bets,total_profit,roi_per_bet,min_home_win_rate,min_odds,max_odds,min_iso_proba
17,1245.0,0.7323529411764705,0.6,1.6,3.0,0.65
17,1245.0,0.7323529411764705,0.6,1.6,3.0,0.7
20,1425.0,0.7125,0.55,1.6,3.0,0.65
20,1425.0,0.7125,0.55,1.6,3.0,0.7
16,1085.0,0.678125,0.6,1.6,2.5,0.65
16,1085.0,0.678125,0.6,1.6,2.5,0.7
19,1265.0,0.6657894736842105,0.55,1.6,2.5,0.65
19,1265.0,0.6657894736842105,0.55,1.6,2.5,0.7
15,976.0,0.6506666666666666,0.65,1.6,3.0,0.65
15,976.0,0.6506666666666666,0.65,1.6,3.0,0.7
23,1490.0,0.6478260869565218,0.6,1.6,3.0,0.55
23,1490.0,0.6478260869565218,0.6,1.6,3.0,0.6
26,1670.0,0.6423076923076924,0.55,1.6,3.0,0.55
26,1670.0,0.6423076923076924,0.55,1.6,3.0,0.6
21,1279.0,0.6090476190476191,0.5,1.6,2.5,0.65
21,1279.0,0.6090476190476191,0.5,1.6,2.5,0.7
22,1330.0,0.6045454545454545,0.6,1.6,2.5,0.55
22,1330.0,0.6045454545454545,0.6,1.6,2.5,0.6
25,1510.0,0.604,0.55,1.6,2.5,0.55
25,1510.0,0.604,0.55,1.6,2.5,0.6
14,816.0,0.5828571428571429,0.65,1.6,2.5,0.65
14,816.0,0.5828571428571429,0.65,1.6,2.5,0.7
23,1339.0,0.5821739130434782,0.5,1.6,3.0,0.65
23,1339.0,0.5821739130434782,0.5,1.6,3.0,0.7
21,1221.0,0.5814285714285714,0.65,1.6,3.0,0.55
21,1221.0,0.5814285714285714,0.65,1.6,3.0,0.6
28,1607.0,0.5739285714285715,0.5,1.6,2.5,0.55
28,1607.0,0.5739285714285715,0.5,1.6,2.5,0.6
30,1667.0,0.5556666666666666,0.5,1.6,3.0,0.55
30,1667.0,0.5556666666666666,0.5,1.6,3.0,0.6
10,546.0,0.546,0.6,1.6,2.1,0.65
10,546.0,0.546,0.6,1.6,2.1,0.7
10,546.0,0.546,0.65,1.6,2.1,0.65
10,546.0,0.546,0.65,1.6,2.1,0.7
20,1061.0,0.5305,0.65,1.6,2.5,0.55
20,1061.0,0.5305,0.65,1.6,2.5,0.6
9,444.0,0.49333333333333335,0.6,1.6,2.0,0.65
9,444.0,0.49333333333333335,0.6,1.6,2.0,0.7
9,444.0,0.49333333333333335,0.65,1.6,2.0,0.65
9,444.0,0.49333333333333335,0.65,1.6,2.0,0.7
31,1499.0,0.48354838709677417,0.55,1.4,3.0,0.7
33,1593.0,0.4827272727272727,0.55,1.4,3.0,0.65
28,1319.0,0.4710714285714286,0.6,1.4,3.0,0.7
30,1413.0,0.471,0.6,1.4,3.0,0.65
32,1433.0,0.4478125,0.55,1.4,2.5,0.65
30,1339.0,0.44633333333333336,0.55,1.4,2.5,0.7
41,1784.0,0.4351219512195122,0.55,1.4,3.0,0.55
41,1784.0,0.4351219512195122,0.55,1.4,3.0,0.6
29,1253.0,0.4320689655172414,0.6,1.4,2.5,0.65
27,1159.0,0.4292592592592593,0.6,1.4,2.5,0.7
34,1447.0,0.42558823529411766,0.5,1.4,2.5,0.65
32,1353.0,0.4228125,0.5,1.4,2.5,0.7
38,1604.0,0.42210526315789476,0.6,1.4,3.0,0.55
