target_date,game_date,home_team,away_team,home_prob_raw,away_prob_raw,home_odds,away_odds,home_implied_raw,away_implied_raw,home_implied_devig,away_implied_devig,home_ev_raw_per_100,away_ev_raw_per_100,prob_used,home_ev_prob_used_per_100,prob_live_safe,prob_iso_oos_time,market_implied_p_devig,model_market_gap,model_market_gap_flag,blocked_by,home_win_rate,canonical_signal,canonical_reason,canonical_export_status,stage1_bucket,stage1_reason,allowed_review_type,source_daily_file,source_combined_file
2026-06-13,2026-06-13,SAS,NYK,0.58615965515055,0.41384034484945,1.51,2.64,0.6622516556291391,0.3787878787878788,0.6361445783132531,0.363855421686747,-11.489892072266949,9.253851040254801,,,,0.5490196078431373,0.6361445783132531,-0.067222272548842,False,PASS,,False,official_shortlist_empty,empty_source_dataframe,RAW_UNDERDOG_TEMPTATION,away raw EV positive without canonical signal,near_miss_review,nba_games_predict_2026-06-13.csv,combined_nba_predictions_acc_2026-06-13.csv
